Battery Voltage (V),Power (W),Humidity (%rel),Epoch Time,Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Latitude (deg),Longitude (deg),f,df,a1,b1,a2,b2,varianceDensity,direction,directionalSpread,Wind Speed (m/s),Wind Direction (deg),Surface Temperature (°C),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg),Mean Barometric Pressure (hPa),Processing Source
4.04,0.01,66.4,1747498200,0.469,7.877,2.808,128.309,75.814,60.418,67.341,12.59102,-81.68793,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.35156;0.38086;0.41016;0.43945;0.46875;0.49805;0.6543,0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.0293;0.0293;0.0293;0.0293;0.0293;0.0293;0.2832,-0.062561;-0.181818;-0.220919;-0.172043;-0.121212;-0.147605;-0.16129;-0.273705;-0.195503;-0.105572;-0.097752;-0.1261;-0.226784;-0.171065;-0.085044;-0.172043;-0.199413;-0.228739;-0.264907;-0.292278;-0.230694;-0.278592;-0.293255;-0.30303;-0.259042;-0.344086;-0.400782;-0.400782;-0.41349;-0.406647;-0.370479;-0.402737;-0.44477;-0.411535;-0.419355;-0.387097;-0.391984;-0.311828;-0.071359,-0.029325;0.055718;0.058651;0.043011;-0.059629;-0.12219;-0.120235;-0.162268;-0.057673;0.078201;0.077224;-0.013685;-0.239492;-0.181818;0.039101;0.047898;-0.155425;-0.189638;-0.209189;-0.181818;-0.112414;0.000978;-0.132942;-0.135875;-0.051808;-0.084066;-0.15347;-0.128055;-0.235582;-0.276637;-0.300098;-0.385142;-0.326491;-0.308895;-0.334311;-0.288368;-0.217009;-0.14174;-0.020528,0.052786;0.024438;-0.061584;-0.135875;-0.226784;-0.085044;-0.111437;-0.038123;0.050831;0.035191;-0.064516;-0.163245;-0.098729;-0.081134;-0.202346;-0.094819;-0.030303;0.036168;0.016618;-0.018573;-0.01564;0.079179;0.013685;0.02737;0.170088;0.091887;0.078201;-0.000978;-0.006843;-0.043988;-0.039101;-0.076246;0.018573;0.164223;0.174976;0.222874;0.218964;0.2913;0.262952,0.239492;0.216031;0.139785;0.059629;0.194526;0.167155;0.109482;0.239492;0.307918;0.450635;0.412512;0.373412;0.416422;0.368524;0.281525;0.277615;0.316716;0.280547;0.224829;0.144673;0.143695;0.138807;0.107527;0.067449;-0.058651;0.022483;0.208211;0.252199;0.302053;0.261975;0.187683;0.261975;0.28348;0.281525;0.333333;0.286413;0.298143;0.251222;0.323558,0.0055009279999999995;0.00950272;0.009752575999999999;0.00925184;0.0060016639999999994;0.0035010560000000002;0.0060016639999999994;0.009752575999999999;0.018504704;0.032258048000000004;0.040259583999999994;0.034008064;0.029507584000000003;0.025756671999999998;0.031507456;0.026756095999999997;0.024506367999999997;0.02200576;0.022505472000000002;0.019004415999999996;0.020254719999999997;0.023256064;0.020004864;0.019755008;0.01875456;0.02350592;0.027006976000000002;0.024756223999999997;0.022505472000000002;0.028507136;0.02975744;0.032258048000000004;0.032507904000000004;0.032258048000000004;0.026756095999999997;0.024756223999999997;0.023005184;0.023005184;0.008502271999999998,64.8855170784675;107.03764699057987;104.86826635027313;104.0363218283089;63.80559368149886;50.381447903650496;53.29699966061389;59.338109639736786;73.56404457375874;126.5286866386563;128.30870669561358;83.80621687587859;43.438833294792516;43.254631328609776;114.69173076292356;105.55758240716054;52.06670080251541;50.33928374944833;51.702922945538944;58.11540779809309;64.02066538507961;90.20113658029868;65.61367211721415;65.84911077478995;78.69015259652747;76.27063152052773;69.04683881077415;72.28065080656381;60.32808317654508;55.77302290599209;50.99159268637692;46.279322966948484;53.71883456514644;53.108389496751784;51.4380477624627;53.31572307826957;61.03034148050324;65.55604521958344;73.9509444159927,78.17912263667489;72.91824648315253;71.16809458479891;73.49340488370399;75.35712760566285;72.85272912702885;72.42087470257519;66.90661927870448;72.3002690225857;75.51833569187471;75.81358505030235;75.71543900149382;66.33310579842713;70.18946819351335;77.14309409694775;73.43762808498602;70.04024393775205;67.93228830996867;65.9502193233469;65.61728398482185;69.86207333829451;68.8220477459361;66.72036448569821;66.22072725039496;69.50656010330874;65.11551113989759;61.22015281814978;61.669928337773534;58.66082563841251;57.762390057425414;58.611423056877335;53.91569450138538;54.25037643667112;56.455096833192634;55.17649324097329;58.27851510831995;60.19902376681201;65.7015384326072;77.96214699352153,8.40,257.14,28.98,-,-,-,-,-,-,-,-,-,-,-,-,1013.6,embedded
4.04,0.01,66.4,1747496400,-,-,-,-,-,-,-,12.5910167,-81.6879333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,0.61,79.2,1747491000,0.482,7.877,3.021,118.312,66.336,62.77,66.09,12.59105,-81.68793,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.35156;0.38086;0.41016;0.43945;0.46875;0.49805;0.6543,0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.0293;0.0293;0.0293;0.0293;0.0293;0.0293;0.2832,-0.032258;-0.120235;-0.211144;-0.187683;-0.055718;-0.082111;-0.103617;-0.171065;-0.237537;-0.300098;-0.290323;-0.175953;-0.13001;-0.154448;-0.201369;-0.245357;-0.246334;-0.262952;-0.29521;-0.243402;-0.308895;-0.315738;-0.276637;-0.353861;-0.384164;-0.329423;-0.388074;-0.467253;-0.424242;-0.391007;-0.44477;-0.394917;-0.502444;-0.437928;-0.416422;-0.418377;-0.350929;-0.385142;-0.081134,-0.034213;-0.130987;-0.123167;-0.033236;-0.021505;0.009775;0.022483;-0.039101;-0.150538;-0.043988;0.156403;0.185728;0.073314;-0.046921;0.132942;0.121212;-0.116325;-0.190616;-0.304008;-0.240469;-0.173998;-0.109482;-0.171065;-0.113392;-0.182796;-0.268817;-0.212121;-0.193548;-0.233627;-0.318671;-0.338221;-0.388074;-0.411535;-0.292278;-0.288368;-0.316716;-0.31476;-0.187683;-0.022483,0.192571;0.216031;0.134897;0.093842;-0.104594;-0.070381;0.14174;0.14565;0.150538;0.202346;0.142718;0.035191;-0.033236;-0.090909;-0.075269;0.064516;0.043011;-0.025415;-0.017595;0.085044;0.029326;0.071359;0.078201;0.168133;0.086999;-0.035191;-0.017595;0.029326;0.028348;-0.005865;-0.006843;-0.075269;0.044966;0.064516;0.115347;0.189638;0.068426;0.302053;0.27566,0.211144;0.352884;0.264907;0.049853;0.252199;0.251222;0.043988;0.030303;0.073314;0.282502;0.340176;0.392962;0.338221;0.29521;0.328446;0.242424;0.147605;0.164223;0.234604;0.041056;-0.216031;-0.105572;-0.016618;-0.16911;0.061584;0.181818;0.132942;0.108504;0.193548;0.265885;0.284457;0.247312;0.376344;0.143695;0.257087;0.349951;0.244379;0.187683;0.180841,0.008001536;0.014003199999999999;0.008001536;0.010502144;0.0060016639999999994;0.004501504;0.0060016639999999994;0.01100288;0.023256064;0.046511104000000004;0.065265664;0.047511552000000006;0.034508800000000006;0.033508352;0.026506239999999997;0.026756095999999997;0.022755328;0.024756223999999997;0.027256831999999998;0.024506367999999997;0.029006848000000002;0.034758656000000006;0.026506239999999997;0.030257152000000002;0.03275776;0.027756544;0.025006080000000003;0.028507136;0.027756544;0.028257280000000003;0.026506239999999997;0.029006848000000002;0.034758656000000006;0.023755776000000003;0.027506688;0.024756223999999997;0.02200576;0.017504256000000003;0.007501824,43.31534101215004;42.54930503511093;59.743630324712626;79.95783761570272;68.89533413289905;96.78889266568484;102.24236607301668;77.1248620236621;57.63570569892448;81.66103773513555;118.31226429782802;136.5481320287722;119.41910632081266;73.10132121250263;123.43243316101774;116.29043098698219;64.72216154099453;54.06134459802212;44.15881690818219;45.347296000795325;60.60779840021627;70.87603591912625;58.26845020950759;72.23234817525838;64.55358530847207;50.78473715550848;61.33901206898713;67.49942744951534;61.15874107633215;50.819939938912626;52.74918108504232;45.500727386953486;50.68024667729702;56.28041443857546;55.29779252155515;52.873877109813975;48.11000394277073;64.01962877308029;74.51144324641871,79.10045325756575;73.47261008398722;70.43224476680122;72.89846769722158;78.57154578318921;77.6060370800885;76.61248560676665;73.57648884748035;68.69658971002539;67.63306419351977;66.33596121867154;69.89895016396638;74.73721596637115;74.20111014493222;70.57879482323577;69.05675788738236;69.11596819022392;66.58281886025902;61.50926602456617;65.72029459859502;65.0992082686997;66.11740416980085;66.55907007934756;64.2334027453572;61.419543507946806;61.43300533984173;60.51350050034808;56.96519769609601;58.18741769380126;57.04207588801779;53.82383040310265;54.13287604159005;47.97338315323016;55.75648604964683;56.92093537136137;55.86050858694932;58.9112358015625;61.25890617564735;77.54252909257251,8.00,268.57,28.70,-,-,-,-,-,-,-,-,-,-,-,-,1013.1,embedded
4.04,0.61,79.2,1747489200,-,-,-,-,-,-,-,12.5910500,-81.6879333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.01,0.01,84,1747483800,0.52,7.877,3.039,110.737,69.986,55.228,60.957,12.59108,-81.68795,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.35156;0.38086;0.41016;0.43945;0.46875;0.49805;0.6543,0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.0293;0.0293;0.0293;0.0293;0.0293;0.0293;0.2832,-0.068426;-0.065494;-0.134897;-0.124145;-0.215054;-0.261975;-0.222874;-0.205279;-0.247312;-0.349951;-0.237537;-0.257087;-0.319648;-0.229717;-0.269795;-0.249267;-0.203324;-0.26002;-0.250244;-0.362659;-0.418377;-0.327468;-0.393939;-0.442815;-0.442815;-0.406647;-0.479961;-0.541544;-0.493646;-0.509286;-0.528837;-0.542522;-0.474096;-0.467253;-0.498534;-0.437928;-0.383187;-0.315738;-0.15347,0.046921;-0.025415;-0.067449;-0.072336;-0.080156;-0.010753;-0.01955;-0.100684;-0.117302;-0.128055;0.089932;0.058651;-0.160313;-0.222874;-0.12219;-0.091887;-0.210166;-0.247312;-0.162268;-0.189638;-0.183773;-0.26784;-0.300098;-0.268817;-0.343108;-0.374389;-0.432063;-0.355816;-0.423265;-0.460411;-0.42913;-0.410557;-0.459433;-0.391984;-0.334311;-0.30303;-0.302053;-0.237537;-0.103617,0.308895;0.297165;0.211144;0.190616;0.270772;0.428153;0.331378;0.172043;0.107527;0.073314;-0.117302;-0.112414;0.024438;-0.093842;-0.006843;0.045943;-0.081134;-0.024438;-0.078201;0.002933;0.075269;-0.063539;-0.022483;0.102639;0.076246;-0.097752;-0.115347;0.042033;-0.073314;-0.014663;0.051808;0.108504;-0.016618;0.039101;0.102639;0.108504;0.056696;0.190616;0.125122,0.101662;0.214076;0.309873;0.30303;0.278592;0.214076;0.235582;0.183773;0.136852;0.274682;0.365591;0.356794;0.325513;0.312805;0.209189;0.241447;0.348974;0.154448;0.082111;0.170088;0.11437;0.026393;0.066471;0.076246;0.177908;0.180841;0.27957;0.304985;0.274682;0.340176;0.410557;0.406647;0.321603;0.244379;0.244379;0.217009;0.194526;0.134897;0.00391,0.0055009279999999995;0.00925184;0.007501824;0.006501376;0.0055009279999999995;0.004000768;0.005751808;0.010002432;0.024005632;0.048011264;0.06251519999999999;0.052762624;0.047261696000000006;0.048262144;0.053012479999999994;0.037259264;0.025006080000000003;0.024506367999999997;0.020504576;0.023256064;0.026506239999999997;0.030257152000000002;0.035258368;0.036758528;0.033007616000000004;0.033258496;0.038259712;0.04076032;0.043010047999999995;0.05026201600000001;0.040009728;0.03875942400000001;0.041010176;0.036258816000000006;0.031007744;0.026756095999999997;0.025255935999999996;0.021005312;0.007501824,124.43916830655104;68.79121644549002;63.43477892827775;59.77177884390346;69.5583182783999;87.6495624742663;84.98697575865424;63.87325284042731;64.62465169550194;69.90128221007552;110.73676949768313;102.85133220368331;63.36487051662294;45.8662239126341;65.63425521207603;69.76465979343993;44.05201588688027;46.43488394460826;57.039046634377314;62.394484243138436;66.28641369670663;50.71985543615136;52.70028504830873;58.739573952981004;52.23026780451022;47.36506051599173;48.00631811947085;56.69349041328627;49.38934897138756;47.88539978443771;50.94205686479296;52.88315202133231;45.89987449278499;50.00631992503486;56.15466253697832;55.318196808238326;51.75251510111741;53.04500980408454;55.97430266146574,77.59430779104169;78.13042479491277;74.66852925060402;74.98168597569925;71.12497651975059;69.5998419660057;71.39110237916897;71.16490731350677;69.05410227003678;64.17923693482078;69.98574182726848;69.5292077795239;64.94439160168353;66.81450761194222;67.97824039399251;69.43606439345943;68.15926701535257;64.88096645786223;67.8779773082944;62.27878662093001;59.71092627671212;61.54683383944194;57.56877752879568;56.25366746528408;53.73685094996158;54.1894085285966;48.22473036059693;48.07538813521366;47.91919740704841;45.365109235169896;45.76178102465722;45.810968012547775;47.23437728452625;50.60881254590028;51.23088962860263;55.3994965254294;57.983644563046255;63.0194694885091;73.14253157413019,8.00,257.14,28.58,-,-,-,-,-,-,-,-,-,-,-,-,1012.6,embedded
4.01,0.01,84,1747482000,-,-,-,-,-,-,-,12.5910833,-81.6879500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.01,-0.14,84,1747476600,0.548,7.314,3.113,92.306,68.202,58.253,61.064,12.59103,-81.68793,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.35156;0.38086;0.41016;0.43945;0.46875;0.49805;0.6543,0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.0293;0.0293;0.0293;0.0293;0.0293;0.0293;0.2832,-0.02737;-0.047898;-0.117302;-0.112414;-0.189638;-0.277615;-0.248289;-0.264907;-0.339198;-0.342131;-0.373412;-0.2913;-0.16911;-0.261975;-0.258064;-0.260997;-0.27957;-0.383187;-0.378299;-0.376344;-0.384164;-0.406647;-0.368524;-0.41349;-0.430108;-0.460411;-0.501466;-0.466276;-0.451613;-0.492669;-0.521017;-0.521994;-0.480938;-0.484848;-0.426197;-0.430108;-0.431085;-0.410557;-0.163245,-0.058651;-0.085044;-0.172043;-0.166178;-0.064516;-0.082111;-0.091887;-0.101662;-0.054741;-0.042033;-0.036168;0.01173;-0.056696;-0.172043;-0.142717;-0.044966;-0.134897;-0.202346;-0.184751;-0.194526;-0.297165;-0.198436;-0.196481;-0.29521;-0.365591;-0.411535;-0.418377;-0.364614;-0.395894;-0.461388;-0.365591;-0.31085;-0.395894;-0.353861;-0.325513;-0.286412;-0.274682;-0.185728;-0.076246,0.103617;0.103617;0.043011;-0.037146;0.082111;0.191593;0.095797;0.193548;0.229717;0.29912;0.158358;-0.01955;-0.047898;0.025415;0.076246;0.083089;0.005865;0.148583;0.209189;0.150538;0.056696;0.187683;0.112414;0.112414;-0.014663;-0.031281;0.006843;-0.01955;-0.055718;0.01955;0.076246;0.079179;0.054741;0.058651;0.043011;0.11437;0.129032;0.178886;0.185728,0.193548;0.13001;0.134897;0.217986;0.317693;0.241447;0.180841;0.194526;0.210166;0.091887;0.199414;0.394917;0.246334;0.11828;0.212121;0.215054;0.212121;0.254154;0.13783;0.164223;0.286413;0.084066;0.038123;0.209189;0.221896;0.26002;0.316716;0.238514;0.290323;0.488759;0.278592;0.13783;0.292278;0.256109;0.125122;0.241447;0.29912;0.265885;0.251222,0.004250624;0.00775168;0.008752128000000001;0.0070021120000000004;0.006501376;0.0060016639999999994;0.0055009279999999995;0.01550336;0.031007744;0.051762176;0.066266112;0.068267008;0.05051187199999999;0.042760192;0.046261248;0.049762304;0.03800883199999999;0.026756095999999997;0.02175488;0.030507008;0.033258496;0.038509568;0.048512;0.05051187199999999;0.05151232;0.056013824000000004;0.056513536;0.054012928;0.050762752;0.050762752;0.035508224000000005;0.034508800000000006;0.038259712;0.037009408;0.028006399999999997;0.031757311999999996;0.026256384;0.021505023999999998;0.00775168,25.01651911996794;29.388835096181992;34.286866643359645;34.07707005218293;71.21138360115049;73.52320948836791;69.69145268580382;69.0049522890198;80.83244320569383;82.99594228418812;84.46769348562196;92.30592718610518;71.4657025367585;56.706480062104845;61.05611266462415;80.22473128435473;64.2419468659266;62.16322593875708;63.970367993341654;62.666304054872796;52.276728525381145;63.98850443432514;61.935397610417226;54.47516973575296;49.63552529635433;48.208296220170496;50.161493853174534;51.97564722406793;48.76147427851129;46.8779040004095;54.94314943977042;59.22599303257738;50.53979413570539;53.8765724929184;52.62879013785414;56.34006956390493;57.49521965828319;65.65892937132276;64.96437548675101,78.36240844862398;76.97257480852129;72.10044221954759;72.44556400710245;72.45993297153316;68.29966709900829;69.47942482045467;68.57592074421807;65.6487251820145;65.59286590425233;64.05045481043153;68.201904261625;73.44769418397605;67.14047606217707;68.03986231299615;69.47489894380747;67.28712663851894;60.9961143227931;61.6560917355269;61.515226157119955;58.11023317809518;59.95665763990278;61.83539936456539;56.83221524069772;53.473225571793;50.11158467189845;47.72601632345148;51.76258458015154;51.21026802437728;46.19456446926851;48.853726983273994;50.76157090467054;49.756805247525634;51.231146020951044;55.17759512638881;56.32822932893066;56.6527540741263;60.05883158899275;73.36664937156648,8.00,74.29,28.60,-,-,-,-,-,-,-,-,-,-,-,-,1012.2,embedded
4.01,-0.14,84,1747474800,-,-,-,-,-,-,-,12.5910333,-81.6879167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.01,-0.14,84,1747469400,0.563,7.877,3.181,99.543,65.729,59.914,61.214,12.59103,-81.68793,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.35156;0.38086;0.41016;0.43945;0.46875;0.49805;0.6543,0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.00977;0.0293;0.0293;0.0293;0.0293;0.0293;0.0293;0.2832,-0.125122;-0.105572;-0.065494;-0.120235;-0.235582;-0.246334;-0.208211;-0.132942;-0.184751;-0.297165;-0.337243;-0.311828;-0.313783;-0.345064;-0.332356;-0.337243;-0.378299;-0.419355;-0.312805;-0.307918;-0.336266;-0.322581;-0.383187;-0.467253;-0.427175;-0.420332;-0.497556;-0.565005;-0.56305;-0.54741;-0.541544;-0.42522;-0.419355;-0.489736;-0.464321;-0.454545;-0.397849;-0.352884;-0.125122,-0.017595;0.00782;0.043988;0.029326;0.00391;-0.016618;-0.048876;-0.139785;-0.173021;-0.113392;0.056696;0.107527;-0.01955;-0.129032;-0.071359;0.043011;-0.089932;-0.129032;-0.117302;-0.089932;-0.110459;-0.155425;-0.208211;-0.265885;-0.330401;-0.364614;-0.44868;-0.415445;-0.354839;-0.392962;-0.389052;-0.502444;-0.468231;-0.361681;-0.329423;-0.318671;-0.247312;-0.258064;-0.030303,0;0.037146;-0.058651;-0.107527;-0.035191;-0.057673;-0.020528;0.042033;-0.044966;0.106549;0.255132;0.040078;0.065494;0.11437;0.200391;0.150538;0.072336;0.290323;0.082111;0.02737;0.135875;0.14174;0.120235;0.053763;-0.002933;-0.035191;-0.074291;0.100684;0.241447;0.175953;0.191593;-0.02346;-0.045943;0.067449;0.052786;0.13392;0.278592;0.144673;0.200391,0.02346;0.090909;-0.005865;-0.131965;-0.071359;-0.097752;-0.00782;0.077224;0.171066;0.195503;0.179863;0.276637;0.164223;0.188661;0.148583;0.176931;0.191593;0.234604;0.021505;-0.074291;-0.043988;-0.061584;-0.057673;0.070381;0.128055;0.191593;0.300098;0.446725;0.31085;0.297165;0.329423;0.369501;0.290323;0.270772;0.323558;0.354839;0.252199;0.29521;0.167155,0.0055009279999999995;0.0070021120000000004;0.006751232;0.008502271999999998;0.0055009279999999995;0.005001216;0.00475136;0.015253504;0.042760192;0.06351564800000001;0.08026931200000001;0.070516736;0.06726656;0.052013055999999995;0.051262464;0.043010047999999995;0.030007296;0.029006848000000002;0.02975744;0.032008192000000005;0.034008064;0.038509568;0.048011264;0.05001216000000001;0.045010944000000004;0.041260032;0.057264128;0.061264896;0.052013055999999995;0.047261696000000006;0.051262464;0.057513984000000004;0.042010624;0.041260032;0.036258816000000006;0.031757311999999996;0.024756223999999997;0.019755008;0.007251968,81.99539743507125;94.2363148352064;123.88665352942127;103.70713652598329;90.95086182591447;86.14060263512096;76.7894234921963;43.562691731717564;46.877840731917274;69.11418303774616;99.5431087314982;109.02562302536745;86.4348404025651;69.49739865267225;77.88219305156974;97.26810107501703;76.62745420881942;72.89730943459841;69.44393470724407;73.71877615100675;71.81532192320162;64.27444370699243;61.48182252882032;60.358452456185205;52.27963146965601;49.06022913929439;47.956875433128914;53.673164368327036;57.780513585401195;54.32706651158253;54.30605959880563;40.241347132791475;41.848121612876014;53.55330221646443;54.645345665548575;54.966590086618055;58.13397458000759;53.82200266353209;76.385810496604,75.73656556169581;76.61963767420474;77.76644019455618;75.8488910837619;70.84249787939807;70.3178709834186;71.8430261028467;72.79460666471905;70.02665038715223;66.91283053532305;65.72924523711788;66.3322538071389;67.09277390368769;64.39597983486664;65.83131413418191;65.82910134173412;63.34531111170021;60.70340115358792;66.12260981726125;66.77934268480435;65.12876973936595;64.92034946981885;60.84687601545895;55.0990017341783;54.953786135975164;53.96537355609758;46.548589446638324;44.28467107520334;46.861195947190524;46.27482981286699;46.771970656259306;47.370380509873264;49.38291835698815;50.67914484175609;53.17655385207932;54.04521480178373;59.07571303275472;60.788771259225;75.63306713380834,7.60,45.71,28.64,-,-,-,-,-,-,-,-,-,-,-,-,1012.5,embedded
4.01,-0.14,84,1747467600,-,-,-,-,-,-,-,12.5910333,-81.6879333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
